brand,model,model_year,milage,fuel_type,ext_col,int_col,price
Honda,Civic Sport,2020,23131,Gasoline,Crystal Black Pearl,Black,23739
Lincoln,Aviator Reserve AWD,2022,18196,Gasoline,Black,Brown,62000
Toyota,4Runner Sport,2004,220450,Gasoline,Gray,Gray,8550
Rivian,R1S Launch Edition,2023,299,,Blue,Gray,92500
Mercedes-Benz,E-Class E 350 4MATIC,2014,89563,Gasoline,Blue,Black,18995
INFINITI,Q60 3.0T Premium,2017,107380,Gasoline,Black,Gray,17500
Pontiac,Solstice Base,2007,62310,Gasoline,Gray,Black,12900
Land,Rover Range Rover Sport First Edition,2023,3534,Hybrid,Red,Black,143998
Porsche,Macan S,2022,20250,Gasoline,White,Beige,68500
Audi,Q5 Premium,2023,2425,Hybrid,Mythos Black,–,42998
Hyundai,Tucson Limited,2008,149000,Gasoline,Black,Gray,3850
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,32500,Gasoline,Black,Black,43500
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,Black,Black,49900
Ford,Bronco,2021,3596,Gasoline,Blue,Black Onyx,56900
Ford,Expedition Max Limited,2022,26500,Gasoline,White,Beige,65900
Cadillac,CTS-V Base,2006,123000,Gasoline,Black,Black,15000
Jeep,Liberty Limited,2010,107000,Gasoline,Gray,Gray,5900
Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,Black,Black,34500
Dodge,Dakota Sport,2002,150000,Gasoline,Black,Gray,5500
Cadillac,Escalade Premium Luxury,2017,55000,Gasoline,White,Beige,49900
Audi,R8 Base,2008,49000,Gasoline,Black,Black,63000
Hummer,H2 Base,2005,145000,Gasoline,Green,Black,22500
Ford,Mustang Shelby GT500,2013,16478,Gasoline,White,Black,66400
Kia,Niro Plug-In Hybrid EX,2023,9400,Plug-In Hybrid,Black,Black,31500
Ford,Focus RS Base,2017,26000,Gasoline,Gray,Black,37000
Porsche,Boxster S,2005,95170,Gasoline,Blue,Gray,24900
Toyota,Supra A91-MT Edition,2023,1500,Gasoline,Gray,Orange,84900
Audi,A4 2.0T Premium,2012,125000,Gasoline,Black,Black,10500
Audi,SQ5 3.0T Prestige,2019,48500,Gasoline,Gray,Black,43500
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354,Gasoline,Blue,Black,73000
Ford,Escape SE,2015,54357,Gasoline,White,Gray,16250
Ford,F-250 Lariat,2017,72128,E85 Flex Fuel,White,Camel,45985
Chevrolet,Colorado ZR2,2019,38900,Gasoline,White,Black,34700
Jeep,Grand Wagoneer Series III,2022,31112,Gasoline,Black,Black,83000
Tesla,Model 3 Standard Range Plus,2021,21600,,White,Black,31000
Chevrolet,Express 2500 Work Van,2012,140500,E85 Flex Fuel,White,Gray,11800
Kia,Optima EX,2012,152520,Gasoline,White,Beige,10900
Lexus,ES 350 Base,2016,39700,Gasoline,White,Beige,25500
Chevrolet,Colorado ZR2,2021,24915,Gasoline,Satin Steel Metallic,Jet Black,44791
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,Blu,Nero,52645
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,Gray,Black,21499
Audi,RS 7 4.0T Prestige,2016,64800,Gasoline,White,Brown,50000
Mazda,Mazda6 i Grand Touring,2016,83100,–,White,White,17800
Audi,Q8 55 Premium,2020,34300,Hybrid,Gray,Brown,52500
Lexus,GX 470 Base,2005,198000,Gasoline,Gray,Gray,15500
Ford,Mustang Mach-E Premium,2022,5800,,White,White,42500
Audi,RS 7 4.0T,2022,4100,Hybrid,Blue,Black,162500
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,White,Black,42500
Mercedes-Benz,C-Class C 300 4MATIC,2022,8583,Gasoline,Cirrus Silver Metallic,AMG Black,42999
Ford,Mustang EcoBoost Premium,2017,59500,Gasoline,Black,Black,21000
Tesla,Model Y Long Range,2023,5844,,White,Black,52000
Lincoln,MKS EcoBoost,2016,38100,Gasoline,Silver,Beige,21000
Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,Blue,Black,13600
Nissan,Leaf SL,2012,102000,,Silver,Gray,4200
Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,Silver,Black,37999
BMW,X5 xDrive40i,2020,4880,Gasoline,White,Black,57998
Chevrolet,Colorado Z85,2005,155000,Gasoline,Blue,Gray,7995
Volkswagen,Golf Auto TSI S,2015,107543,Gasoline,Black,Black,13200
BMW,Z4 sDrive28i,2016,59000,Gasoline,Black,Beige,25000
Tesla,Model X Long Range,2022,7500,,Silver,Black,84000
Pontiac,Solstice GXP,2008,38100,Gasoline,Orange,Black,19950
Lexus,LS 430 Base,2006,192000,Gasoline,Silver,Gray,7390
Ford,Fusion SE,2014,80800,Gasoline,Blue,Beige,10000
Subaru,BRZ Premium,2023,5800,Gasoline,Black,Black,29990
Ford,Mustang GT Premium,2013,18000,Gasoline,Silver,Black,29000
Chevrolet,Sonic LT,2013,110000,–,Gray,Black,7500
Volkswagen,Golf GTI 2.0T Autobahn,2022,6400,Gasoline,Green,Black,41500
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,Gray,Gray,25500
Dodge,Durango SRT 392,2022,31917,Gasoline,Gray,Black,64683
Volkswagen,CC Sport,2012,131986,Gasoline,White,Black,9000
MINI,Cooper Base,2009,90367,Gasoline,Red,Black,9250
Subaru,Impreza WRX Premium,2014,55000,Gasoline,White,Black,30000
Ford,Transit-350 Base,2015,112000,Gasoline,White,Gray,29500
Dodge,Charger GT,2021,33000,Gasoline,White,Gray,26999
Mercedes-Benz,C-Class C300 4MATIC,2022,13177,Gasoline,White,Silk Beige/Black,44798
BMW,X1 xDrive28i,2020,27989,Gasoline,Gray,Black,29000
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,33272,Gasoline,Red,Gray,11900
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,Red,–,11000
Honda,Civic Sport,2022,25420,Gasoline,Red,Gray,24500
Nissan,Titan SL,2021,95993,Gasoline,White,Black,32612
Ford,F-250 Limited,2018,64000,Diesel,Red,Beige,64000
Tesla,Model 3 Long Range,2018,36187,,White,Black,28895
INFINITI,G35 Sport,2007,37100,Gasoline,Gray,Black,16900
BMW,M4 Base,2018,19300,Gasoline,White,Silver,64000
Dodge,Dakota SLT,2003,141800,Gasoline,Red,Gray,5700
Jeep,Wrangler SE,2000,95200,Gasoline,Black,Black,11999
Honda,Civic EX,2020,13935,Gasoline,Gray,Black,26000
Chevrolet,Camaro 1SS,2022,6640,Gasoline,Orange,Black,51999
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,White,White,61000
Chevrolet,Camaro 2LT,2011,126700,Gasoline,White,Beige,14000
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,56000,Gasoline,Black,Black,44850
Mazda,MX-5 Miata Shinsen,2003,46873,Gasoline,Gray,Blue,11500
BMW,X7 xDrive40i,2021,30309,Hybrid,Blue,Tan,63598
Ford,F-150 XLT,2019,69800,E85 Flex Fuel,Silver,Gray,34600
Acura,TL 3.2,2008,193783,Gasoline,Black,Black,10000
Rivian,R1S Adventure Package,2023,250,,Red,Black,94000
Porsche,Cayenne GTS Coupe AWD,2023,10000,Gasoline,Gray,Black,145000
Tesla,Model S P100D,2018,10065,,Red Multi,White,59999
Porsche,Cayenne Base,2014,117697,Gasoline,Black,Black,16975
Mercedes-Benz,CLA-Class CLA 250,2016,88600,Gasoline,Black,Black,16800
Subaru,Ascent Touring 7-Passenger,2021,32250,Gasoline,Black,Black,36000
BMW,X1 xDrive28i,2020,18200,Gasoline,White,Beige,29500
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,Deep Black Pearl Effect,Titan Black / Quarzit,39127
Mercedes-Benz,GLC 300 Base 4MATIC,2018,44486,Gasoline,Gray,Black,25625
Nissan,NV200 S,2019,52000,Gasoline,Black,Gray,19500
Chevrolet,Camaro 1LT,2019,9111,Gasoline,Summit White,Jet Black,27599
Mercedes-Benz,S-Class S 450,2018,69600,Gasoline,Black,Black,40888
Ford,Mustang GT Premium,2010,69000,Gasoline,White,Black,20000
Buick,Enclave Avenir,2019,121521,Gasoline,Dark Slate Metallic,Ebony / Ebony Accents,26772
Cadillac,DTS Luxury II,2008,94155,Gasoline,White,Beige,10500
Kia,Telluride SX,2021,38612,Gasoline,Ebony Black,Black,42242
Audi,A6 55 Premium,2019,10832,Hybrid,Black,Black,42500
Cadillac,XT5 Luxury,2019,44692,Gasoline,Bronze Dune Metallic,Shara Beige,32368
BMW,650 i,2012,39960,Gasoline,White,Brown,38995
INFINITI,FX37 Base,2013,51500,Gasoline,Gray,Black,23900
Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,Black,Black,34999
BMW,750 Li,2007,114528,Gasoline,Black,Black,9000
INFINITI,QX80 Base,2017,121525,Gasoline,Black,Black,28500
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,Green,Beige,49999
Hyundai,Sonata GLS,2013,136991,Gasoline,Gray,Gray,11000
Volvo,XC90 Hybrid T8 R-Design,2018,40000,Plug-In Hybrid,Black,Black,42000
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,Black,Black,60500
Ford,Expedition Limited,2021,23842,Gasoline,Gray,Medium Stone,59203
Ford,F-150 XLT,2012,207100,Gasoline,Black,Gray,15000
Toyota,Matrix XRS,2003,143600,Gasoline,Black,Black,4199
Hyundai,Palisade Limited,2020,45815,Gasoline,Silver,Black,37700
BMW,535 i,2008,135000,Gasoline,Silver,Black,5699
Cadillac,Escalade Base,2007,150000,Gasoline,White,Beige,9999
Jaguar,XK8 Base,2000,40000,Gasoline,Blue,Beige,15400
Jeep,Wrangler Sport,2000,122945,Gasoline,Beige,Brown,13900
BMW,X3 M40i,2019,36438,Gasoline,Alpine White,Oyster W/Contrast,39998
Toyota,Sequoia Limited,2011,183000,Gasoline,Gold,Beige,16000
Lexus,LC 500 Base,2018,37000,Gasoline,Black,Red,63997
Ford,Mustang Base,2008,119000,Gasoline,White,Black,13500
BMW,i3 120Ah w/Range Extender,2019,16975,,Black,Black,26990
Maserati,Ghibli S Q4,2015,28700,Gasoline,White,Red,24900
Nissan,Pathfinder SL,2015,115000,Gasoline,Gray,Black,11995
Mercedes-Benz,CLK-Class CLK 350,2008,73000,Gasoline,Black,Black,8400
Kia,Stinger GT2,2020,57000,Gasoline,Black,Red,36500
Porsche,911 Turbo Cabriolet,2009,13500,Gasoline,Gray,Black,130000
BMW,X6 xDrive50i,2017,78500,Gasoline,Red,Brown,42000
BMW,ALPINA B7 Base,2013,36750,Gasoline,Black,Black,35999
RAM,1500 Rebel,2019,46000,Hybrid,White,–,37900
Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,White,Beige,33600
Bentley,Arnage R,2003,55050,Gasoline,Gray,Gray,34995
Ford,Bronco Base,2022,6200,Gasoline,Black,Black,49000
Lexus,LS 430 Base,2002,42000,Gasoline,Silver,Gray,15999
Mercedes-Benz,E-Class E 350,2016,58375,Gasoline,White,Beige,24999
Chevrolet,Corvette Stingray w/1LT,2021,10400,Gasoline,Silver,Black,72900
BMW,525 i,2005,91420,Gasoline,Black,Black,8900
Mercedes-Benz,AMG C 63 Base,2017,28399,Gasoline,Gray,Black,55600
Porsche,718 Cayman GT4,2020,13554,Gasoline,Blue,Black,124995
Genesis,GV80 2.5T,2022,7523,Gasoline,Black,Black,54543
Porsche,Cayenne S,2015,124000,Gasoline,White,Beige,25000
BMW,528 i xDrive,2016,134000,Gasoline,Brown,Brown,13500
Tesla,Model Y Long Range,2021,61308,,White,White,42000
BMW,M4 CS,2019,19069,Gasoline,Alpine White,Anthracite,69998
Toyota,FJ Cruiser Base,2014,92000,Gasoline,Beige,Black,27500
Chevrolet,Traverse RS,2021,44373,Gasoline,Silver,Black,36000
Lexus,SC 430 Base,2002,89500,Gasoline,Black,Black,15999
Tesla,Model X Long Range Plus,2020,43534,,Black,Black,65990
Alfa,Romeo Stelvio Ti Sport,2020,18665,Gasoline,Lunare White Metallic,Ice,35645
Lexus,RC 350 Base,2016,77856,Gasoline,Atomic Silver,Black,30919
Nissan,350Z Enthusiast,2007,117000,Gasoline,Silver,Black,9975
Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,Red,Beige,21495
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,Black,Brown,22999
Tesla,Model Y Long Range,2021,69548,,Black,Black,36300
Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,Black,Black,12000
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,4590,Gasoline,White,Black,64000
Ford,Explorer XLT,2020,42609,Gasoline,Magnetic Metallic,Ebony,32107
Dodge,Durango SRT,2020,36000,Gasoline,Gray,Red,62000
Lexus,RX 350 Base,2021,5040,Gasoline,Beige,Beige,48900
Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,White,Beige,63500
BMW,M3 Base,2002,60255,Gasoline,Yellow,Black,28750
Dodge,Durango GT,2021,14684,Gasoline,DB Black Clearcoat,Black,37995
Cadillac,Escalade Premium Luxury,2021,11459,Gasoline,White,Brown,88900
Ford,Expedition Max XLT,2018,105674,Gasoline,White,Beige,34995
Cadillac,CTS Premium,2013,105000,Gasoline,Black,Black,12000
Chevrolet,Blazer 1LT,2019,37161,Gasoline,Nightfall Gray Metallic,Jet Black,26990
BMW,X5 xDrive40e,2016,91798,Hybrid,Alpine White,Black,22998
Lincoln,Navigator Reserve,2020,68000,Gasoline,Black,Gray,55999
Honda,S2000 Base,2000,26900,Gasoline,Silver,Red,35000
BMW,M240 i,2018,61000,Gasoline,Blue,Black,34000
Jeep,Gladiator Rubicon,2022,8794,Gasoline,White,Black,54000
Mitsubishi,Lancer DE,2009,143346,Gasoline,Black,Black,3000
BMW,M4 Base,2015,23700,Gasoline,Black,Black,42800
Ford,F-150 Raptor,2021,32957,Gasoline,Oxford White,Black,77900
Ford,F-350 Lariat,2015,162000,Diesel,Red,Beige,32000
Pontiac,Solstice GXP,2007,7800,Gasoline,Silver,Black,19000
Chevrolet,Corvette Z06,2006,21000,Gasoline,Silver,Black,47500
Acura,MDX 3.5L Technology Package,2014,111650,Gasoline,Green,Beige,17500
Dodge,Dakota Big Horn/Lone Star,2010,172024,Gasoline,Red,Brown,7500
Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,Blue,Red,11000
Porsche,Macan S,2016,50000,Gasoline,Blue,Red,36000
Ford,Explorer XLT,2014,127558,Gasoline,Green,Charcoal Black,13715
Chrysler,300C Base,2013,87500,Gasoline,White,Beige,13750
BMW,X5 xDrive35i,2014,143250,Gasoline,Black,White,12999
BMW,335 is,2012,86629,Gasoline,White,Red,20995
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408,Hybrid,Black,Gray,61999
Chevrolet,Silverado 1500 RST,2020,19200,Gasoline,Gray,Black,69999
BMW,M5 Base,2018,20500,Gasoline,Silver,Black,67000
Honda,Accord Hybrid Base,2021,33523,Hybrid,Lunar Silver Metallic,Gray,28748
Cadillac,CTS 2.0L Turbo Luxury,2019,20296,Gasoline,Red Obsession,Very Light Cashmere,30599
Tesla,Model Y Performance,2022,24115,,Gray,White,46500
Hyundai,Genesis 4.6,2010,153332,Gasoline,Silver,Black,10000
Jaguar,E-PACE 300 Sport,2021,23600,Hybrid,Black,Black,42999
Jeep,Grand Cherokee Laredo,2011,98658,Gasoline,White,Gray,14995
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000,Gasoline,White,Brown,95000
Toyota,Land Cruiser Base,2008,175000,Gasoline,Black,Beige,37900
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,73500,Gasoline,White,Black,19000
BMW,M3 Base,2006,95450,Gasoline,Gray,Gray,42000
RAM,1500 Big Horn,2022,11468,Gasoline,Bright White Clearcoat,Black,50204
Hyundai,Accent GLS,2014,127941,Gasoline,Silver,Gray,7500
BMW,335 is,2011,82000,Gasoline,Gray,Black,20000
Toyota,Camry Solara SLE,2008,73000,Gasoline,Blue,Beige,11500
Ford,F-250 Lariat,2017,50780,Diesel,White,Black,61000
Cadillac,Escalade ESV Premium Luxury,2021,53169,Gasoline,Black,Black,81500
Hyundai,Sonata Hybrid Base,2012,154000,Hybrid,Green,Gray,8500
Kia,Forte GT-Line,2021,24534,Gasoline,White,Black,21900
Nissan,350Z NISMO,2008,76500,Gasoline,Silver,Red,28000
Porsche,718 Cayman GTS,2018,16280,Gasoline,Red,Black,85500
Subaru,Forester 2.5 X,2004,210703,Gasoline,Green,Beige,2300
Jaguar,F-PACE SVR,2020,38800,Gasoline,Black,Black,57500
Ford,F-250 XLT,2017,244000,Diesel,Red,Beige,35500
Nissan,Armada Platinum,2018,108206,Gasoline,White,Charcoal,26498
Lincoln,Mark LT Base,2006,87500,Gasoline,Silver,Black,12999
RAM,1500 Longhorn,2019,76249,Gasoline,Diamond Black,Mountain Brown,40995
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,White,Gray,18853
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,Daytona Gray,Black,44998
MINI,Cooper S Base,2006,99600,Gasoline,Orange,Black,5500
RAM,1500 Laramie,2022,34121,Gasoline,Granite Crystal Clearcoat Metallic,Black,48190
Mercedes-Benz,E-Class E 350 4MATIC,2009,171000,Gasoline,Black,Black,4750
Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,Black,Black,15000
Chrysler,Town & Country LX,2009,73500,Gasoline,Silver,Gray,7858
Mercedes-Benz,SL-Class SL 550,2014,127500,Gasoline,White,White,29000
BMW,i8 Base,2015,51000,Plug-In Hybrid,Gray,Brown,53000
Toyota,Camry XSE,2022,19361,Gasoline,Red,Black,38298
RAM,1500 Rebel,2020,57300,Gasoline,Black,Black,43500
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,128000,Gasoline,Beige,Black,23500
Jeep,Wrangler Sport,2002,103500,Gasoline,Yellow,Gray,12500
RAM,1500 Laramie,2019,107714,Gasoline,Diamond Black,Black,34918
Ford,Bronco Wildtrak Advanced,2022,15600,Gasoline,Gray,–,68995
Lexus,RC F Base,2015,51400,Gasoline,Silver,Gray,43000
Ford,Mustang GT Premium,2019,35500,Gasoline,White,Black,32300
Audi,A8 4.0T,2014,96238,Gasoline,Black,Black,22500
Lexus,RX 450h F SPORT Handling,2021,31365,Hybrid,Beige,Red,52998
Ford,Mustang GT,2016,36000,Gasoline,Orange,Black,31000
Toyota,Land Cruiser Base,1998,160000,Gasoline,White,Beige,12490
Toyota,Avalon Limited,2008,111300,Gasoline,Gold,Beige,7900
Jaguar,F-PACE 25t Premium,2019,29000,Gasoline,White,Black,34500
BMW,650 i,2009,35000,Gasoline,Black,Black,18500
Chevrolet,Corvette Base,2007,20200,Gasoline,Red,Red,27500
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669,Gasoline,Blue,Black,20000
Jeep,Wrangler Unlimited Sport,2020,24040,Gasoline,Black Clearcoat,Black,35273
Chevrolet,Caprice Classic Base,1996,60000,Gasoline,Purple,Gray,18500
Chevrolet,Silverado 1500 LT,2019,36021,Gasoline,Cajun Red Tintcoat,Jet Black,35670
Porsche,Taycan,2022,2116,,Black,Black,90998
Nissan,Murano SL,2021,43875,Gasoline,Magnetic Black,Graphite,29725
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,White,Beige,13000
Chevrolet,Malibu 1LT,2017,54000,Gasoline,Gray,Gray,16000
Tesla,Model Y Long Range,2023,4786,,White,White,48000
Honda,Element EX,2008,122000,Gasoline,Blue,Gray,10500
Ford,Shelby GT350R Base,2018,18500,Gasoline,Blue,Black,77999
Ford,Mustang GT,2010,87500,Gasoline,Red,Black,14900
Ford,F-250 XLT,2019,33000,Diesel,Black,Gray,59000
Chevrolet,Cruze LT Automatic,2016,122971,Gasoline,Kinetic Blue,Jet Black,12999
BMW,528 i,2016,82000,Gasoline,Silver,Black,16995
RAM,1500 Laramie,2022,18645,Gasoline,Diamond Black,Black,49700
Toyota,4Runner Trail,2011,157000,Gasoline,Black,Beige,23500
RAM,2500 Tradesman,2020,41000,Gasoline,White,Gray,45515
Honda,Civic EX,2013,107000,Gasoline,Silver,Black,14000
Toyota,Tacoma PreRunner,2011,149000,Gasoline,Black,Beige,18995
Nissan,Armada LE,2005,152270,Gasoline,Green,Beige,6900
Porsche,Cayenne Turbo S,2014,156193,Gasoline,Silver,Black,36000
Porsche,911 Carrera 4,2014,22700,Gasoline,Silver,Black,85500
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,Balloon White,Nero Ade,449991
Ford,Focus SEL,2017,80134,E85 Flex Fuel,White,Charcoal Black,13895
Kia,Sportage SX Turbo,2017,87842,Gasoline,Black Cherry,Black,18688
Ford,F-350 XLT,2013,31000,E85 Flex Fuel,Black,Gray,35000
RAM,ProMaster 2500 High Roof,2018,10339,Gasoline,White,Gray,36990
Porsche,Panamera 2,2011,104000,Gasoline,White,Black,20900
Land,Rover Range Rover P525 HSE SWB,2020,49899,Gasoline,White,Black,64500
Audi,A4 2.0T Premium quattro,2011,181000,Gasoline,White,Black,5500
BMW,X5 3.0i,2004,140000,Gasoline,Black,Beige,6730
Lexus,RX 450h Base,2018,70780,Hybrid,Silver,Gray,35700
Porsche,911 GT3 RS,2019,15509,Gasoline,Lizard Green,Black,229900
Nissan,Pathfinder S,2017,145000,Gasoline,Silver,Gray,8500
Lamborghini,Huracan LP580-2,2017,14586,Gasoline,Blue Caelum,Nero Ade,209991
Lamborghini,Huracan LP580-2S,2019,17175,Gasoline,Rosso Mars Metallic,Nero Ade,234900
GMC,Yukon SLT,2002,222600,Gasoline,Gray,Beige,4999
Subaru,Outback Limited,2020,44600,Gasoline,Silver,Gray,28300
